,name,pairname,catalogid1,catalogid2,nd_value,resolution,algm_ver,creationda,raster,fileurl,acquisitio,spec_type,sensor1,qual,dx,dy,dz,reg_src,num_gcps,meanresz,active,qc,rel_ver,acquisit_1,sensor2,st_area_sh,st_length_,geometry,clip_area,minx,miny,maxx,maxy
401,SETSM_WV02_20160613_1030010058210C00_1030010057488000_seg1_2m_v3.0,WV02_20160613_1030010058210C00_1030010057488000,1030010058210C00,1030010057488000,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w154/SETSM_WV02_20160613_1030010058210C00_1030010057488000_seg1_2m_v3.0.tar.gz,2016-06-13,DEM,WV02,0.48565644,-3.786,-0.084,6.155,ICESat,132,-0.001,1,0,7,2016-06-13,WV02,285773184,65582.116924,"POLYGON ((-2138483.335239373 735988.215459224, -2137132 738564, -2136372 739996, -2136284 740156, -2136244 740220, -2136164 740300, -2136090 740300, -2136050 740292, -2135018 739956, -2133870 739572, -2124098 736260, -2123986 736212, -2123762 736100, -2123730 735780, -2123730 735758, -2123770 735558, -2125530 727286, -2125922 725470, -2125986 725182, -2126274 724230, -2126394 723918, -2129400 718054, -2129568 717822, -2129590 717822, -2129622 717830, -2138483.335239373 720841.4372220809, -2138483.335239373 735988.215459224))",246959425.25507,-2138483.33523937,717822,-2123730,740300
402,SETSM_WV02_20150507_103001004151BA00_1030010042A31300_seg1_2m_v3.0,WV02_20150507_103001004151BA00_1030010042A31300,103001004151BA00,1030010042A31300,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w154/SETSM_WV02_20150507_103001004151BA00_1030010042A31300_seg1_2m_v3.0.tar.gz,2015-05-07,DEM,WV02,0.54029142,3.225,2.595,0.962,ICESat,643,0.006,1,0,7,2015-05-07,WV02,2081086406.7,268666.674458,"POLYGON ((-2138483.335239373 736551.6879618767, -2082608 717434, -2067782 712354, -2066990 712074, -2066942 712050, -2066942 712040, -2067262 711176, -2067485.999899998 710592, -2072700 697306, -2073252 695930, -2073307.999899998 695818, -2073332 695786, -2087978 700666, -2138483.335239373 717679.6473439577, -2138483.335239373 736551.6879618767))",1277466594.55478,-2138483.33523937,695786,-2066942,736551.687961877
403,SETSM_W2W2_20140315_103001002E663D00_103001002F585A00_seg2_2m_v3.0,W2W2_20140315_103001002E663D00_103001002F585A00,103001002E663D00,103001002F585A00,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w154/SETSM_W2W2_20140315_103001002E663D00_103001002F585A00_seg2_2m_v3.0.tar.gz,2014-03-15,DEM,WV02,0.95441593,0,0,0,,0,0,1,0,7,2014-03-23,WV02,223922197.996,99136.1465253,"POLYGON ((-2138483.335239373 724454.9937033446, -2118592 717714, -2118456 717666, -2118424 717650, -2118456 717544, -2120000 712962, -2120032 712882, -2120042 712882, -2120146 712914, -2124250 714306, -2136880 718604, -2138483.335239373 719150.7156104804, -2138483.335239373 724454.9937033446))",102423416.234723,-2138483.33523937,712882,-2118424,724454.993703345
404,SETSM_WV02_20150505_103001004115CA00_1030010041A8B800_seg12_2m_v3.0,WV02_20150505_103001004115CA00_1030010041A8B800,103001004115CA00,1030010041A8B800,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20150505_103001004115CA00_1030010041A8B800_seg12_2m_v3.0.tar.gz,2015-05-05,DEM,WV02,0.19787825,0,0,0,,0,0,1,0,7,2015-05-05,WV02,8281839.9884,12475.5143408,"POLYGON ((-2130346 656878, -2129378 660004, -2129354 660076, -2129348.000100002 660076, -2129068 659828, -2128764 659468, -2127644 656606, -2127948 655152, -2127980 655080, -2128036 654984, -2128076 654944, -2128468 654664, -2128619.999899998 654648, -2128658 654648, -2129074 655184, -2130346 656872, -2130346 656878))",8281839.9883998,-2130346,654648,-2127644,660076
405,SETSM_WV02_20150513_10300100421EA800_103001004156E900_seg1_2m_v3.0,WV02_20150513_10300100421EA800_103001004156E900,10300100421EA800,103001004156E900,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20150513_10300100421EA800_103001004156E900_seg1_2m_v3.0.tar.gz,2015-05-13,DEM,WV02,0.70901146,5.695,-8.067,-1.797,ICESat,877,0.008,1,0,7,2015-05-13,WV02,2106220399.42,260742.727716,"POLYGON ((-2138483.335239373 703752.4254085782, -2094569.999899998 689306, -2088542 687306, -2083634 685462, -2081876 684366, -2081876 684356, -2081948 684132, -2087490 668204, -2087522 668124, -2087658 667804, -2087674 667772, -2087684 667772, -2087946 667852, -2138483.335239373 683963.5207551385, -2138483.335239373 703752.4254085782))",1049161749.22731,-2138483.33523937,667772,-2081876,703752.425408578
406,SETSM_W2W3_20150505_1030010041A8B800_104001000BC50400_seg8_2m_v3.0,W2W3_20150505_1030010041A8B800_104001000BC50400,1030010041A8B800,104001000BC50400,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_W2W3_20150505_1030010041A8B800_104001000BC50400_seg8_2m_v3.0.tar.gz,2015-05-05,DEM,WV02,0.14789163,0,0,0,,0,0,1,0,7,2015-05-13,WV03,36176056.0772,24389.7582634,"POLYGON ((-2091368 659470, -2091320 659638, -2090872 661028, -2089944.000100002 662372, -2089744 662572, -2089624 662628, -2088236 662412, -2087476 662180, -2087124 662068, -2082230 660372, -2082310 659982, -2082766 658568, -2083470 656416, -2083526 656328, -2090312 658352, -2090544 658440, -2090744 658520, -2091200 659040, -2091328 659264, -2091368 659424, -2091368 659470))",36176056.0772013,-2091368,656328,-2082230,662628
407,SETSM_WV02_20130403_103001002014FA00_1030010021CD9100_seg1_2m_v3.0,WV02_20130403_103001002014FA00_1030010021CD9100,103001002014FA00,1030010021CD9100,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20130403_103001002014FA00_1030010021CD9100_seg1_2m_v3.0.tar.gz,2013-04-03,DEM,WV02,0.99231833,-2.174,-3.586,-6.739,ICESat,3501,0,1,2,7,2013-04-03,WV02,2424710580.01,274719.596074,"POLYGON ((-2138483.335239373 696693.9808084175, -2136866 696160, -2078558 676838, -2078558 676812, -2078574 676748, -2083174 660260, -2083189.999899998 660212, -2083262 660036, -2084078 658212, -2084278 657772, -2084310 657708, -2084326 657700, -2084376 657700, -2084424 657708, -2084656 657756, -2084792 657788, -2085296 657940, -2093176 660436, -2138483.335239373 674845.4785790419, -2138483.335239373 696693.9808084175))",1228192194.78925,-2138483.33523937,657700,-2078558,696693.980808418
408,SETSM_WV02_20160330_1030010055CEBB00_10300100532AC500_seg1_2m_v3.0,WV02_20160330_1030010055CEBB00_10300100532AC500,1030010055CEBB00,10300100532AC500,-9999,2,SETSM,3.2.5,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20160330_1030010055CEBB00_10300100532AC500_seg1_2m_v3.0.tar.gz,2016-03-30,DEM,WV02,0.9971111,-0.238,-0.381,-0.499,ICESat,241,-0.017,1,0,7,2016-03-30,WV02,225314664.14,60169.4623786,"POLYGON ((-2138483.335239373 690291.6941284897, -2136804 689748, -2136444 689628, -2136396 689604, -2136388 689596, -2136388 689582, -2136420 689478, -2138483.335239373 683158.6545211644, -2138483.335239373 690291.6941284897))",7510942.97746301,-2138483.33523937,683158.654521164,-2136388,690291.69412849
409,SETSM_WV02_20150513_10300100421EA800_103001004156E900_seg2_2m_v3.0,WV02_20150513_10300100421EA800_103001004156E900,10300100421EA800,103001004156E900,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20150513_10300100421EA800_103001004156E900_seg2_2m_v3.0.tar.gz,2015-05-13,DEM,WV02,0.10260977,-16.691,21.23,9.505,ICESat,29,11.022,1,0,7,2015-05-13,WV02,202736879.896,56065.3420873,"POLYGON ((-2089640 668568, -2089624 668680, -2089584 668912, -2088840 671736, -2088512 672832, -2085744 681382, -2084152 684932, -2083786 684884, -2078868 684108, -2077388 683636, -2074716 682732, -2074684 682716, -2074652 682692, -2074036 679712, -2078084 668180, -2078772.000100002 666244, -2078828 666092, -2078916 665892, -2079596 665724, -2079684 665708, -2082096 665980, -2084160 666636, -2088384 667996, -2089440 668340, -2089592 668404, -2089624 668434, -2089640 668474, -2089640 668568))",202736879.895598,-2089640,665708,-2074036,684932
410,SETSM_W2W3_20150505_1030010041A8B800_104001000BC50400_seg5_2m_v3.0,W2W3_20150505_1030010041A8B800_104001000BC50400,1030010041A8B800,104001000BC50400,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_W2W3_20150505_1030010041A8B800_104001000BC50400_seg5_2m_v3.0.tar.gz,2015-05-05,DEM,WV02,0.14449984,10.812,7.053,-206.603,ICESat,9,-2.205,1,0,7,2015-05-13,WV03,31136090.0088,24743.6374505,"POLYGON ((-2137336 673576, -2135720 676366, -2135016 676982, -2134912 677038, -2134866 677038, -2134410 676974, -2131154 676022, -2131002 675966, -2130930 675934, -2127748 670914, -2127692 670754, -2127692 670732, -2127891.999899998 670556, -2127906 670556, -2128450 670724, -2136984 673394, -2137336 673570, -2137336 673576))",31136090.0088001,-2137336,670556,-2127692,677038
411,SETSM_WV02_20140312_103001002D376900_103001002E880E00_seg1_2m_v3.0,WV02_20140312_103001002D376900_103001002E880E00,103001002D376900,103001002E880E00,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20140312_103001002D376900_103001002E880E00_seg1_2m_v3.0.tar.gz,2014-03-12,DEM,WV02,0.86352758,-1.862,-1.821,-5.712,ICESat,2535,0.001,1,2,7,2014-03-12,WV02,1969834635.06,260323.987742,"POLYGON ((-2138483.335239373 696310.7756929327, -2136352 695612, -2078776 676716, -2078720 676684, -2078632 676588, -2078608 676556, -2078608 676522, -2080752 665492, -2080760 665476, -2081368 665308, -2096406 664676, -2104580 667122, -2106744 667784, -2118133.999899998 671436, -2136942 677484, -2138483.335239373 677979.8784296184, -2138483.335239373 696310.7756929327))",1010771059.91471,-2138483.33523937,664676,-2078608,696310.775692933
412,SETSM_WV02_20170414_103001006874E600_103001006639A000_seg1_2m_v3.0,WV02_20170414_103001006874E600_103001006639A000,103001006874E600,103001006639A000,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20170414_103001006874E600_103001006639A000_seg1_2m_v3.0.tar.gz,2017-04-14,DEM,WV02,0.9951909,-0.598,-1.332,-4.608,ICESat,573,-0.002,1,0,7,2017-04-14,WV02,252265295.878,62499.4678561,"POLYGON ((-2126782 657840, -2126686 658352, -2125134 666102, -2124982 666846, -2124710 667838, -2124590 668262, -2124301.999899998 669062, -2123350 671620, -2122846 672916, -2122254 674324, -2122118 674588, -2122102 674612, -2122086 674628, -2122052 674628, -2121964 674604, -2120704 674216, -2117408 673192, -2108834 670520, -2108594 670440, -2108586 670432, -2108586 670418, -2109434 666226, -2109746 665394, -2110490 663434, -2112690 657666, -2114202 653802, -2114216.000100002 653802, -2117280 654714, -2125102 657194, -2126702 657718, -2126742 657742, -2126782 657782, -2126782 657840))",252265295.877698,-2126782,653802,-2108586,674628
413,SETSM_WV02_20160706_1030010059B88800_10300100593E7800_seg1_2m_v3.0,WV02_20160706_1030010059B88800_10300100593E7800,1030010059B88800,10300100593E7800,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20160706_1030010059B88800_10300100593E7800_seg1_2m_v3.0.tar.gz,2016-07-06,DEM,WV02,0.80748296,-8.608,1.593,1.146,ICESat,429,0,1,0,7,2016-07-06,WV02,1986486248.74,264040.952034,"POLYGON ((-2138483.335239373 673478.8984895569, -2093698 659506, -2089610 658228, -2085898 657056, -2085730 657000, -2085650 656968, -2085602 656944, -2085586 656824, -2085586 656326, -2085594 656294, -2085705.999899998 655934, -2086026 655000, -2090649.999899998 641684, -2092940 641404, -2138483.335239373 655463.3480389593, -2138483.335239373 673478.8984895569))",901300578.31523,-2138483.33523937,641404,-2085586,673478.898489557
414,SETSM_WV02_20150505_103001004115CA00_1030010041A8B800_seg11_2m_v3.0,WV02_20150505_103001004115CA00_1030010041A8B800,103001004115CA00,1030010041A8B800,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20150505_103001004115CA00_1030010041A8B800_seg11_2m_v3.0.tar.gz,2015-05-05,DEM,WV02,0.12529141,22.911,-15.159,0.577,ICESat,25,16.179,1,0,7,2015-05-05,WV02,174675828.209,54615.3771766,"POLYGON ((-2138483.335239373 671887.6624725981, -2137410 675394, -2136122 676394, -2136108 676394, -2135964 676346, -2135628 676210, -2130700 669748, -2130628 669628, -2129916 666924, -2129180 663460, -2127740 656584, -2128132 655064, -2128140 655056, -2128612 654752, -2128649.999899998 654752, -2128762 654760, -2132978 655784, -2133794 656032, -2136066 656760, -2136298.000100002 656840, -2138483.335239373 659020.0309807819, -2138483.335239373 671887.6624725981))",159167607.066663,-2138483.33523937,654752,-2127740,676394
415,SETSM_WV02_20140506_10300100304B2600_10300100301D9E00_seg5_2m_v3.0,WV02_20140506_10300100304B2600_10300100301D9E00,10300100304B2600,10300100301D9E00,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20140506_10300100304B2600_10300100301D9E00_seg5_2m_v3.0.tar.gz,2014-05-06,DEM,WV02,0.85601339,-0.61,2.043,-1.364,ICESat,156,0,1,0,7,2014-05-06,WV02,226357946.034,60046.6402846,"POLYGON ((-2100192 654260, -2100112 654540, -2096266 667582, -2095602 669822, -2095506 670118, -2095482 670142, -2095471.999899998 670142, -2093204 669448, -2082616 666146, -2082448 666090, -2082432.000100002 666082, -2082432 666068, -2084608 658678, -2086726 651504, -2087414 650472, -2098496 653646, -2098728 653718, -2100072 654154, -2100160 654186, -2100192 654202, -2100192 654260))",226357946.033601,-2100192,650472,-2082432,670142
416,SETSM_WV02_20160722_103001005B480600_103001005B1ED100_seg1_2m_v3.0,WV02_20160722_103001005B480600_103001005B1ED100,103001005B480600,103001005B1ED100,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20160722_103001005B480600_103001005B1ED100_seg1_2m_v3.0.tar.gz,2016-07-22,DEM,WV02,0.83296274,-2.978,-3.457,-7.7,ICESat,44,0.034,1,0,7,2016-07-22,WV02,248647247.958,62699.4323749,"POLYGON ((-2138483.335239373 690684.934858256, -2134250 689342, -2131660 688486, -2131612 688462, -2131604.000100002 688454, -2131612 688264, -2131620 688224, -2132240 686448, -2136744 674282, -2136984 673666, -2137104 673378, -2137536 672402, -2137552 672370, -2137588 672378, -2138248 672580, -2138483.335239373 672655.1212711544, -2138483.335239373 690684.934858256))",72019624.6611188,-2138483.33523937,672370,-2131604.0001,690684.934858256
417,SETSM_WV02_20150505_103001004115CA00_1030010041A8B800_seg16_2m_v3.0,WV02_20150505_103001004115CA00_1030010041A8B800,103001004115CA00,1030010041A8B800,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20150505_103001004115CA00_1030010041A8B800_seg16_2m_v3.0.tar.gz,2015-05-05,DEM,WV02,0.10024661,0,0,0,,0,0,1,0,7,2015-05-05,WV02,104143256.139,39614.8445163,"POLYGON ((-2093848 651478, -2093744 651950, -2093680 652198, -2093224 653686, -2092880 654766, -2090984 660676, -2090784 661284, -2088348 661324, -2084052 659932, -2083828 657228, -2083836 655360, -2083916 655120, -2084868 652424, -2086596 647736, -2092504 648160, -2092848 648336, -2093240 648680, -2093256.000100002 648704, -2093848 651456, -2093848 651478))",104143256.138802,-2093848,647736,-2083828,661324
418,SETSM_WV02_20150505_103001004115CA00_1030010041A8B800_seg17_2m_v3.0,WV02_20150505_103001004115CA00_1030010041A8B800,103001004115CA00,1030010041A8B800,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20150505_103001004115CA00_1030010041A8B800_seg17_2m_v3.0.tar.gz,2015-05-05,DEM,WV02,0.10667745,0,0,0,,0,0,1,0,7,2015-05-05,WV02,23891872,28979.2488508,"POLYGON ((-2093746 652074, -2093714 652178, -2090836 661146, -2090764 661362, -2089798 661290, -2089718 661098, -2089718 661084, -2091092 652604, -2091780 649420, -2092084 648220, -2092164 647988, -2092346 648044, -2092362 648052, -2093170 648628, -2093218 648700, -2093746 652074))",23891872,-2093746,647988,-2089718,661362
419,SETSM_WV02_20130220_103001002029DE00_1030010020AD6C00_seg1_2m_v3.0,WV02_20130220_103001002029DE00_1030010020AD6C00,103001002029DE00,1030010020AD6C00,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20130220_103001002029DE00_1030010020AD6C00_seg1_2m_v3.0.tar.gz,2013-02-20,DEM,WV02,0.98444858,-1.653,-1.484,-1.551,ICESat,2095,-0.001,1,2,7,2013-02-20,WV02,1867588768.35,259650.385558,"POLYGON ((-2138483.335239373 666957.8019825631, -2090254 652102, -2088032 651414, -2088016 651406, -2088016 651388, -2092814 635886, -2092822 635878, -2092839.999899998 635878, -2138483.335239373 649757.2775446041, -2138483.335239373 666957.8019825631))",822273360.338661,-2138483.33523937,635878,-2088016,666957.801982563
420,SETSM_WV02_20160703_10300100576DE300_103001005916A300_seg1_2m_v3.0,WV02_20160703_10300100576DE300_103001005916A300,10300100576DE300,103001005916A300,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20160703_10300100576DE300_103001005916A300_seg1_2m_v3.0.tar.gz,2016-07-03,DEM,WV02,0.93749041,-1.624,-0.929,1.457,ICESat,441,0.004,1,0,7,2016-07-03,WV02,1865772626,260087.269875,"POLYGON ((-2138483.335239373 688558.0480660928, -2081820 670498, -2081652 670442, -2081644 670434, -2081644 670416, -2081652 670384, -2086306 655634, -2086546 654898, -2086554 654882, -2086564 654882, -2087268 655098, -2138483.335239373 671339.5872324362, -2138483.335239373 688558.0480660928))",934182016.226072,-2138483.33523937,654882,-2081644,688558.048066093
421,SETSM_WV02_20161118_1030010061B0B800_103001006226BE00_seg1_2m_v3.0,WV02_20161118_1030010061B0B800_103001006226BE00,1030010061B0B800,103001006226BE00,-9999,2,SETSM,3.1.2,2017-09-29,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20161118_1030010061B0B800_103001006226BE00_seg1_2m_v3.0.tar.gz,2016-11-18,DEM,WV02,0.34310761,-4.719,-9.508,-0.372,ICESat,24,-0.057,1,0,7,2016-11-18,WV02,237327615.98,59596.7015229,"POLYGON ((-2138483.335239373 689655.2174373444, -2136952 688690, -2136800 688506, -2138096 684092, -2138483.335239373 682815.5435762309, -2138483.335239373 689655.2174373444))",5851963.44559151,-2138483.33523937,682815.543576231,-2136800,689655.217437344
422,SETSM_WV02_20170418_1030010068237E00_10300100670B3900_seg1_2m_v3.0,WV02_20170418_1030010068237E00_10300100670B3900,1030010068237,10300100670B3900,-9999,2,SETSM,3.2.5,2017-09-29,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20170418_1030010068237E00_10300100670B3900_seg1_2m_v3.0.tar.gz,2017-04-18,DEM,WV02,0.99691078,0.313,-0.185,1.873,ICESat,231,0.002,1,0,7,2017-04-18,WV02,258923260.053,63382.1978266,"POLYGON ((-2116302 647468, -2116294 647532, -2116253.999899998 647772, -2115822 649724, -2114622 654724, -2114558 654972, -2114510 655132, -2114486 655204, -2112864 659498, -2112264 661042, -2110920 664354, -2110904 664386, -2110896 664394, -2110862 664394, -2109124 663856, -2099852 660944, -2097956 660344, -2097692 660256, -2097612 660216, -2097659.999899998 659994, -2099092 653754, -2099116 653658, -2099188 653450, -2101540 647338, -2102828 644010, -2103020 643530, -2103068.000100002 643418, -2103092 643378, -2103100 643370, -2103122 643370, -2103321.999899998 643426, -2113274 646434, -2115626 647154, -2116246 647354, -2116262 647362, -2116286 647386, -2116302 647418, -2116302 647468))",258923260.052701,-2116302,643370,-2097612,664394
423,SETSM_WV02_20170516_1030010069C62100_103001006A12C000_seg1_2m_v3.0,WV02_20170516_1030010069C62100_103001006A12C000,1030010069C62100,103001006A12C000,-9999,2,SETSM,3.2.8,2018-04-12,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20170516_1030010069C62100_103001006A12C000_seg1_2m_v3.0.tar.gz,2017-05-16,DEM,WV02,0.93671116,-1.673,7.764,-1.894,ICESat,833,-0.01,1,0,7,2017-05-16,WV02,1902477002.84,251825.817592,"POLYGON ((-2138483.335239373 668376.8031971138, -2113242 660592, -2109048 659290, -2092738 639898, -2092738 639856, -2093050 637456, -2093234 637296, -2095018 636136, -2095028 636136, -2095228 636184, -2104860 639100, -2113876 641846, -2138483.335239373 649397.351437258, -2138483.335239373 668376.8031971138))",745810351.869263,-2138483.33523937,636136,-2092738,668376.803197114
424,SETSM_WV02_20150505_103001004115CA00_1030010041A8B800_seg10_2m_v3.0,WV02_20150505_103001004115CA00_1030010041A8B800,103001004115CA00,1030010041A8B800,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20150505_103001004115CA00_1030010041A8B800_seg10_2m_v3.0.tar.gz,2015-05-05,DEM,WV02,0.13155016,-17.188,-36.116,13.853,ICESat,16,2.271,1,0,7,2015-05-05,WV02,38503214,34401.7310023,"POLYGON ((-2138483.335239373 671896.4325696516, -2138054 673304, -2137446 675288, -2137422 675360, -2135982 676264, -2135968 676264, -2135856 676224, -2135576 676080, -2136272 670172, -2136456 669228, -2137608 663788, -2137816 662948, -2138232 661302, -2138240 661294, -2138483.335239373 661185.6629195141, -2138483.335239373 671896.4325696516))",23493990.1897515,-2138483.33523937,661185.662919514,-2135576,676264
425,SETSM_WV02_20140506_10300100304B2600_10300100301D9E00_seg3_2m_v3.0,WV02_20140506_10300100304B2600_10300100301D9E00,10300100304B2600,10300100301D9E00,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20140506_10300100304B2600_10300100301D9E00_seg3_2m_v3.0.tar.gz,2014-05-06,DEM,WV02,0.74366707,-1.765,2.686,-1.433,ICESat,804,0.017,1,0,7,2014-05-06,WV02,937001592,145388.295654,"POLYGON ((-2138483.335239373 683588.9044981278, -2104284 672898, -2103116 672530, -2102900 672458, -2102884 672450, -2102884 672440, -2102980 672104, -2107498 656802, -2107514 656754, -2107554 656738, -2107564 656738, -2118280 659858, -2119256 660146, -2138483.335239373 666146.5304827533, -2138483.335239373 683588.9044981278))",578321808.841289,-2138483.33523937,656738,-2102884,683588.904498128
426,SETSM_WV02_20170515_1030010069D3A400_1030010069052700_seg1_2m_v3.0,WV02_20170515_1030010069D3A400_1030010069052700,1030010069D3A400,1030010069052700,-9999,2,SETSM,3.2.8,2018-04-12,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20170515_1030010069D3A400_1030010069052700_seg1_2m_v3.0.tar.gz,2017-05-15,DEM,WV02,0.95002002,-0.031,0.95,-0.056,ICESat,1210,0.004,1,0,7,2017-05-15,WV02,2081937363.8,263142.961112,"POLYGON ((-2138483.335239373 699434.6952534894, -2078106 679656, -2078090 679648, -2077962 679552, -2077946 679536, -2077946 679502, -2078450 677000, -2078594 676320, -2078610 676256, -2078962 675352, -2079186 674800, -2084696 666218, -2086838 663818, -2086856.000100002 663818, -2089384 664618, -2138483.335239373 680253.738854395, -2138483.335239373 699434.6952534894))",1076229214.46473,-2138483.33523937,663818,-2077946,699434.695253489
427,SETSM_WV02_20170418_1030010066567400_10300100667F2C00_seg1_2m_v3.0,WV02_20170418_1030010066567400_10300100667F2C00,1030010066567400,10300100667F2C00,-9999,2,SETSM,3.2.5,2017-09-29,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w153/SETSM_WV02_20170418_1030010066567400_10300100667F2C00_seg1_2m_v3.0.tar.gz,2017-04-18,DEM,WV02,0.99561902,-4.598,-0.596,0.188,ICESat,62,0,1,0,7,2017-04-18,WV02,277207642.324,65634.3704696,"POLYGON ((-2135832 644548, -2134968 649154, -2133360 657442, -2133336 657546, -2133120 658424, -2133096.000100002 658504, -2131888 661632, -2131768 661936, -2131682 662144, -2131602 662304, -2131568 662304, -2128358 661318, -2117208 657854, -2117016 657790, -2116984 657774, -2116960 657750, -2116960 657696, -2117264 656056, -2117856 652968, -2117912 652808, -2119072 649754, -2122518 640786, -2122598 640602, -2122630 640546, -2122652 640546, -2122692 640554, -2124132.000100002 640978, -2133602 643826, -2135760 644490, -2135816 644514, -2135832 644530, -2135832 644548))",277207642.324005,-2135832,640546,-2116960,662304
428,SETSM_WV03_20160626_104001001ECA5F00_104001001E163E00_seg2_2m_v3.0,WV03_20160626_104001001ECA5F00_104001001E163E00,104001001ECA5F00,104001001E163E00,-9999,2,SETSM,3.1.2,2017-09-29,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n69w156/SETSM_WV03_20160626_104001001ECA5F00_104001001E163E00_seg2_2m_v3.0.tar.gz,2016-06-26,DEM,WV03,0.69247785,-0.323,1.071,-0.715,ICESat,554,-0.003,1,0,7,2016-06-26,WV03,1504722077.62,230987.383348,"POLYGON ((-2138483.335239373 793500.9169700706, -2138078 793352, -2101284 779734, -2053942 762196, -2052174 761538, -2051758 761370, -2051726 761354, -2051678 761306, -2051654 761258, -2051606 761122, -2051605.999899998 760808, -2051613.999899998 760776, -2051710 760504, -2056417.999899998 747622, -2056444 747622, -2066524 751244, -2090702 760024, -2138483.335239373 777452.8214583328, -2138483.335239373 793500.9169700706))",1336127149.71839,-2138483.33523937,747622,-2051605.9999,793500.916970071
